residue  ensemble  template
121 0.0003347572419443168 0
122 0.01306521158767282 0
123 0.0031075774459168315 0
124 0.0032540999818593264 0
125 0.0003223689564038068 0
126 0.013195683110097889 0
127 1.1109306321088752e-05 0
128 0.002073091600323096 0
129 0.0008641626918688416 0
130 2.8746449970640242e-05 0
131 2.0681260593846673e-05 0
132 4.0453750216329354e-07 0
133 1.658344422139635e-05 0
134 8.394031893033116e-05 0
135 2.13498135650525e-05 0
136 7.48337549794087e-05 0
137 0.002401028061285615 0
138 0.00048021275142673403 0
139 0.008455475253867917 0
140 0.0063361661523231305 0
141 0.011436175847848062 0
142 0.009701276760409883 0
143 0.006419455097784521 0
144 0.028047522959241178 0
145 0.0177738319234777 0
146 0.0025641032159269272 0
147 0.002135744729457656 0
148 0.01237785104001432 0
149 8.104600995217925e-05 0
150 0.00010674862894299864 0
151 0.00017452872008698675 0
152 0.0017089515722117365 0
153 0.0005911029210943219 0
154 0.0011082835307831829 0
155 0.0003498186346178045 0
156 0.003218419584015919 0
157 0.0163574007092393 0
158 0.001075095064834386 0
159 0.00030925109422241803 0
160 0.006103302861902193 0
161 0.0021561246903729625 0
162 0.0009919157255353639 0
163 0.0010503424928174354 0
164 0.0024511557749065105 0
165 0.0005542218059417792 0
166 0.0001632093102870158 0
167 5.315472367328766e-05 0
168 0.00015565833331265821 0
169 3.3480492831472475e-06 0
170 7.300127581721938e-05 0
171 5.118010195204192e-06 0
172 0.0006075221032233458 0
173 0.0002577497608911017 0
174 0.002132285841639714 0
175 0.0021495321525062394 0
176 0.005819421512192946 0
177 0.00015912840570564413 0
178 0.0015375351467810106 0
179 0.0005986693308841495 0
180 1.855519279203577e-05 0
181 3.984515331012517e-07 0
182 0.006438505715379961 0
183 2.1142302873755625e-05 0
184 3.602786795012941e-06 0
185 0.00010680580623526059 0
186 4.139295378990937e-05 0
187 3.423707545380239e-05 0
188 7.91318237958194e-06 0
189 3.131179698812048e-05 0
190 1.0972985187152062e-08 0
191 7.563005999244865e-09 0
192 3.068666609706838e-08 0
193 2.0637190978334274e-07 0
194 5.198945842721514e-06 0
195 1.0716075102834566e-06 0
196 0.0008747236170165706 0
197 0.0012902818475595268 0
198 4.878763320448343e-05 0
199 0.0008599103298365662 0
200 0.0032768625242169946 0
201 0.00029277561520757445 0
202 0.01354721417192195 0
203 0.015779723460696005 0
204 0.00197702114456888 0
205 0.00909629544653967 0
206 0.0014442673244450255 0
207 0.011658094603390623 0
208 0.0016908895316110062 0
209 0.009355480572935448 0
210 0.00042882673155908435 0
211 0.016307937345998447 0
212 0.0030288835514511447 0
213 0.011848647034639725 0
214 0.02911183558171615 0
215 0.00017048927838914096 0
216 0.0008565231401007622 0
217 0.01971412164039066 0
218 0.0007333811663556844 0
219 0.00012365733978469962 0
220 0.00295463083142522 0
221 0.0003010647004453304 0
222 2.7739538808191355e-06 0
223 0.0002480410144016787 0
224 2.274173240834898e-05 0
225 0.0003837337303593813 0
226 0.001106057290598983 0
227 0.027774028007115703 0
228 0.01813756988849491 0
229 0.0007012938240222866 0
230 0.014895486408931902 0
231 0.01293384181917645 0
232 0.027958835242316127 0
233 0.004090935122803785 0
234 0.012237032875418663 0
235 0.008044914226047695 0
236 0.016094622667878866 0
237 1.938702098414069e-05 0
238 1.208808407682227e-05 0
239 1.4987895340823343e-05 0
240 3.076885150221642e-06 0
241 2.612419929448606e-05 0
242 2.2371343050053838e-05 0
243 0.0034630170612217626 0
244 3.0034364499442745e-05 0
245 0.00118666747584939 0
246 6.564341856574174e-05 0
247 0.003536993535817601 0
248 0.0004376688775664661 0
249 0.0012431437135091983 0
250 0.0029906071547429747 0
251 0.003824953717412427 0
252 0.0059288895863574 0
253 0.020267535117454827 0
254 0.9728617072105408 1
255 0.020089763216674328 0
256 0.9190141558647156 0
257 0.0003350820188643411 0
258 0.01071186678018421 0
259 0.011785428185248747 0
260 0.003211439005099237 0
261 0.9444906711578369 1
262 0.9426526427268982 1
263 0.9584033489227295 1
264 0.10678890068084002 0
265 0.005810236791148782 0
266 0.9537111520767212 1
267 0.009947272948920727 0
268 0.9288443326950073 0
269 0.002115333722485957 0
270 0.004616607911884785 0
271 0.00012219758036735584 0
272 0.0020778466132469475 0
273 0.00029944832203909755 0
274 8.178684693405103e-05 0
275 0.005069451743111131 0
276 3.0813508892890695e-05 0
277 1.4577875106169813e-05 0
278 0.001957797750719692 0
279 6.336816010588109e-06 0
280 0.0007914930888546223 0
281 1.1710750982274476e-05 0
282 0.0003094866333412938 0
283 4.762346605957646e-06 0
284 4.125854147218888e-08 0
285 3.243276517239657e-06 0
286 2.526451362427906e-05 0
287 3.7442301703549674e-06 0
288 5.606245250433517e-05 0
289 0.0012034094870614354 0
290 0.000366182523578118 0
291 5.347513518216829e-05 0
292 0.00023496363996855507 0
293 0.0003804394529609567 0
294 2.5759724906038173e-05 0
295 6.315951619484395e-07 0
296 9.433653588408752e-05 0
297 3.601734778158061e-05 0
298 8.800270268061183e-07 0
299 3.068726615040873e-07 0
300 0.00017144601291363415 0
301 0.0009481741581112146 0
302 0.00017057200614090107 0
303 0.0011753816527289018 0
304 0.009165301170924067 0
305 0.015052306751385913 0
306 0.0015056465444800438 0
307 0.004560740149422315 0
308 0.00015694342574334996 0
309 3.065419520638206e-05 0
310 0.00017995565738715413 0
311 0.0005417188715626589 0
312 0.0046319929036528875 0
313 0.00023430983157596286 0
314 0.00022948068571748692 0
315 0.00337433902565637 0
316 0.0051634350560476605 0
317 0.005361986405172381 0
318 0.0006390669140117211 0
319 0.0021680864738513606 0
320 2.6300076724439236e-05 0
321 0.002189181503200466 0
322 0.017544844235544588 0
323 0.00038951875169157546 0
324 0.004562048878824498 0
325 0.0007911445705701681 0
326 0.001975249825719061 0
327 0.002336772102580653 0
328 1.9596933668708516e-05 0
329 4.9471029001324496e-05 0
330 0.00017494347014235245 0
331 8.391277788177831e-06 0
332 8.700372052694583e-06 0
333 2.6150151105852615e-05 0
334 2.0145463842879963e-05 0
335 8.162023050317657e-06 0
336 3.93998650394245e-06 0
337 1.2685170283077696e-06 0
338 0.0025551994840498082 0
339 0.0011466363721410744 0
340 0.0008521713557456678 0
341 0.001464649653144079 0
342 0.0010196146978529441 0
343 0.07467165217940419 0
344 0.01214260775236653 0
345 0.0020761793270631657 0
346 0.0021532364239053867 0
347 0.0012634889223609707 0
348 0.004323855415002242 0
349 0.003337908774890988 0
350 8.385627022108655e-05 0
351 0.00042546999743357794 0
352 0.002893400077681463 0
353 0.004718943883143645 0
354 0.0004851792151895906 0
355 0.004802518178394166 0
356 0.00042050512274727225 0
357 0.00036903000182064716 0
358 2.9327651281940703e-06 0
359 0.0006785944998211058 0
360 6.396384692797241e-06 0
361 0.00013141413242578892 0
362 1.6403776065265774e-07 0
363 6.998133576293503e-07 0
364 1.607014347634883e-07 0
365 1.1275587909111845e-08 0
366 9.794666944173969e-08 0
367 2.480379210595407e-05 0
368 1.7591826129148558e-07 0
369 9.01937261232888e-06 0
370 8.48464651426184e-06 0
371 5.6317428111185563e-05 0
372 2.325837357375349e-06 0
373 0.00015886767323536333 0
374 0.00014384254219024228 0
375 1.6620834448304034e-05 0
376 6.7824386746906384e-06 0
377 0.00018749360185665864 0
378 5.5662073596417856e-05 0
379 0.00014975547710536694 0
380 0.00048746783011909445 0
381 0.0023413525383831624 0
382 0.005260791209134818 0
383 0.0014602364420802441 0
384 3.5437593449936904e-05 0
385 2.462260439761721e-06 0
386 7.804812884870671e-07 0
387 0.00017606765439728833 0
388 6.14036886803504e-06 0
389 5.757173759945999e-07 0
390 1.3625001246464485e-05 0
391 1.6506034503649403e-06 0
392 2.5361869035123163e-05 0
393 0.0032908681555845476 0
394 8.55505704895898e-05 0
395 2.7815470530283617e-05 0
396 0.001098450091177483 0
397 6.485495464497726e-05 0
398 0.0007145884128654245 0
399 5.2292515317908794e-08 0
400 0.0002958881430004112 0
401 0.001722321033184926 0
402 0.0010604663190179053 0
403 0.016311381617811094 0
404 0.0020768895945667 0
405 0.0021512884443097846 0
406 0.00012450046924072922 0
407 7.123874127046292e-06 0
408 5.519488688321417e-08 0
409 3.270023434254199e-06 0
410 9.773903697496422e-08 0
411 6.946364532467442e-07 0
412 5.031020627654925e-06 0
413 0.000177145921006705 0
414 0.00013906276137731766 0
415 0.0019622076239329544 0
416 0.0006593982398044318 0
417 0.00029084090371789273 0
418 0.002743627759627998 0
419 0.0005617322196656005 0
420 0.00039779998041922227 0
421 0.00045568450877908617 0
422 0.0007508769303967711 0
423 0.0018916869012173265 0
424 0.004263337101292564 0
425 0.9273050725460052 0
426 0.9568881392478943 0
427 0.6847062408924103 0
428 0.8894385397434235 0
429 0.04806677560554817 0
430 0.16870371997356415 0
431 0.014102398359682411 0
432 0.016568492399528623 0
433 0.004763572767842561 0
434 0.010497647628653795 0
435 0.001076524640666321 0
436 0.00010047947580460459 0
437 5.540800458447848e-07 0
438 0.0023553722976430436 0
439 0.0029945640488904246 0
440 0.0004785993441771552 0
441 0.004583716148708561 0
442 0.011656001261826532 0
443 0.00112146169630023 0
444 0.01646102564878038 0
445 0.002486557000650688 0
446 0.09648227603543091 0
447 0.00017890671831058413 0
448 0.023373344572277688 0
449 0.0005473829798752772 0
450 0.001151051910710521 0
451 8.124227436034914e-05 0
452 1.7408716100675292e-05 0
453 0.00023227042585061142 0
454 1.5188047420622297e-05 0
455 0.00027875012707045954 0
456 0.00012576697075949994 0
457 0.0006941260112691694 0
458 8.90007946550142e-05 0
459 0.000627826853333735 0
460 0.0007985322883932722 0
461 0.00012962076681288792 0
462 1.4113696832573908e-05 0
463 0.0048639015321896295 0
464 0.0017397872574349549 0
465 2.1820616211698507e-05 0
466 0.00143432618301631 0
467 0.000323134886571097 0
468 0.00017465102155256318 0
469 0.00033030581312232243 0
470 3.4963012467414956e-05 0
471 1.4068756399865379e-05 0
472 3.097725812040153e-05 0
473 2.711767001528642e-05 0
474 0.0011520748084876686 0
475 0.00012654988677240908 0
476 0.008668422204209492 0
477 0.0033789287554100156 0
478 0.0006825384334661067 0
479 0.8717581927776337 0
480 0.6337169855833054 0
481 0.9369420111179352 0
482 0.030622838996350765 0
483 0.06963553093373775 0
484 0.9622452855110168 1
485 0.0014467943046838627 0
486 0.00460747787155924 0
487 0.007734692262602039 0
488 0.0003732139157364145 0
489 5.93398522141797e-06 0
490 3.142605595102266e-05 0
491 1.7708278619466e-05 0
492 0.0015802000416442752 0
493 0.0010256796958856285 0
494 0.005894623463973403 0
495 0.8521870076656342 1
496 0.002340724167879671 0
497 0.004311660086386837 0
498 0.006052377211744897 0
499 0.006979457430986713 0
500 0.005072666259707148 0
501 0.0022122421232779743 0
502 0.0013745224714512005 0
503 0.0008420753533755487 0
504 3.276274492236553e-05 0
505 0.006074534569052048 0
506 0.0002028222515946254 0
507 0.0013090759493934456 0
508 2.3402555413554182e-06 0
509 0.0007552187439614499 0
510 0.0007153961724810642 0
511 0.007231565453906796 0
512 0.01939490135816868 0
513 0.019482109668617298 0
514 0.001017414809396655 0
515 0.0001464270233100251 0
516 0.010637136163495597 0
517 0.0032114221252186326 0
518 0.007620342175314931 0
519 0.00833196226670907 0
520 0.009221442160196602 0
